"Kingston, Ontario","Forcible confinement or kidnapping",12.00,12.00,0.00
"Kingston, Ontario","Sexual interference",0.00,0.00,0.00
"Kingston, Ontario","Living off the avails of prostitution of a person under age 18",0.00,0.00,0.00
"Kingston, Ontario","Heroin, trafficking",3.00,6.00,0.00
"Kingston, Ontario","Indecent/Harassing communications",268.00,4.00,0.00
"Kingston, Ontario","Dangerous operation evading police, causing bodily harm",0.00,0.00,0.00
"Kingston, Ontario","Unauthorized importing or exporting of weapons",..,..,..
"Kingston, Ontario","Counterfeiting",4.00,3.00,0.00
"Kingston, Ontario","Fail to comply with order",350.00,260.00,42.00
"Kingston, Ontario","Assault, level 1",664.00,271.00,38.00
"Kingston, Ontario","Firearms Act",..,..,..
"Kingston, Ontario","Invasion of privacy (Part VI Criminal Code)",1.00,0.00,0.00
"Kingston, Ontario","Participate in activity of terrorist group",..,..,..
"Kingston, Ontario","Criminal harassment",323.00,37.00,2.00
"Kingston, Ontario","Property or service for terrorist activity",..,..,..
"Kingston, Ontario","Total other Criminal Code violations",916.00,542.00,54.00
"Kingston, Ontario","Using firearm in commission of offence",..,..,..
"Kingston, Ontario","Total administration of justice violations",569.00,417.00,50.00
"Kingston, Ontario","Total other Criminal Code traffic violations",101.00,55.00,0.00
"Kingston, Ontario","Total mischief",1523.00,61.00,12.00
"Kingston, Ontario","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",61.00,52.00,1.00
"Kingston, Ontario","Possession of weapons",72.00,37.00,3.00
"Kingston, Ontario","Total forcible confinement or kidnapping",12.00,12.00,0.00
"Kingston, Ontario","Methylenedioxyamphetamine (ecstasy), trafficking",..,..,..
"Kingston, Ontario","Cocaine, importation and exportation",1.00,0.00,0.00
"Kingston, Ontario","Canada Shipping Act",5.00,5.00,0.00
"Kingston, Ontario","Total abduction",1.00,0.00,0.00
"Kingston, Ontario","Driving while prohibited",20.00,17.00,0.00
"Kingston, Ontario","Criminal negligence causing bodily harm",..,..,..
"Kingston, Ontario","Offences relating to currency (Part XII Criminal Code)",2.00,0.00,0.00
"Kingston, Ontario","Sexual offences, public morals and disorderly conduct (Part V Criminal Code)",3.00,1.00,0.00
"Kingston, Ontario","Total drug violations",335.00,267.00,22.00
"Kingston, Ontario","Trafficking in persons",..,..,..
"Kingston, Ontario","Fail to appear",8.00,7.00,0.00
"Kingston, Ontario","Firearms and other offensive weapons (Part III Criminal Code)",8.00,1.00,0.00
"Kingston, Ontario","Other prostitution",2.00,2.00,0.00
"Kingston, Ontario","Offensive weapons, explosives",0.00,0.00,0.00
"Kingston, Ontario","Weapons trafficking",..,..,..
"Kingston, Ontario","National Defence Act",0.00,0.00,0.00
"Kingston, Ontario","Competition Act",0.00,0.00,0.00
"Kingston, Ontario","Other Criminal Code traffic violations",5.00,1.00,0.00
"Kingston, Ontario","Dangerous operation, causing death",1.00,1.00,0.00
"Kingston, Ontario","Disturb the peace",39.00,19.00,1.00
"Kingston, Ontario","Procuring",1.00,1.00,0.00
"Kingston, Ontario","Dangerous operation, causing bodily harm",1.00,1.00,0.00
"Kingston, Ontario","Abduction under the age 14, not parent or guardian",..,..,..
"Kingston, Ontario","Fraudulent transactions relating to contracts and trade (Part X Criminal Code)",3.00,1.00,0.00
"Kingston, Ontario","Total property crime violations",7114.00,662.00,80.00
"Kingston, Ontario","Possession, cocaine",31.00,28.00,0.00
"Kingston, Ontario","Extortion",5.00,4.00,0.00
"Kingston, Ontario","Indecent acts",21.00,2.00,0.00
"Kingston, Ontario","Total theft of motor vehicle",290.00,16.00,4.00
"Kingston, Ontario","Total assaults against a peace officer",62.00,42.00,4.00
"Kingston, Ontario","Cannabis, importation and exportation",5.00,1.00,0.00
"Kingston, Ontario","Proceeds of crime (Part XII.2 Criminal Code)",1.00,0.00,0.00
"Kingston, Ontario","Murder, second degree",3.00,3.00,0.00
"Kingston, Ontario","Sexual exploitation",0.00,0.00,0.00
"Kingston, Ontario","Total other violations causing death",2.00,3.00,0.00
"Kingston, Ontario","Total other assaults",22.00,14.00,0.00
"Kingston, Ontario","Homicide",5.00,6.00,0.00
"Kingston, Ontario","Total, possession, other Controlled Drugs and Substances Act drugs",47.00,25.00,1.00
"Kingston, Ontario","Total sexual violations against children",1.00,0.00,0.00
"Kingston, Ontario","Abduction under the age 14 contravening a custody order",..,..,..
"Kingston, Ontario","Corrupting morals",1.00,0.00,0.00
"Kingston, Ontario","Total cannabis, trafficking, production or distribution",70.00,66.00,4.00
"Kingston, Ontario","Unsafe storage of firearms",4.00,2.00,0.00
"Kingston, Ontario","Sexual assault, level 2, weapon or bodily harm",..,..,..
"Kingston, Ontario","Corrupting morals of a child",..,..,..
"Kingston, Ontario","Income Tax Act",0.00,0.00,0.00
"Kingston, Ontario","Youth Criminal Justice Act",45.00,14.00,20.00
"Kingston, Ontario","Total breaking and entering",988.00,84.00,18.00
"Kingston, Ontario","Incest",0.00,0.00,0.00
"Kingston, Ontario","Methamphetamines (crystal meth), production",..,..,..
"Kingston, Ontario","Dangerous operation of motor vehicle evading police",3.00,2.00,0.00
"Kingston, Ontario","Offensive weapons, restricted",0.00,0.00,0.00
"Kingston, Ontario","Theft $5,000 or under",2308.00,70.00,9.00
"Kingston, Ontario","Offensive weapons, prohibited",0.00,0.00,0.00
"Kingston, Ontario","Dangerous operation evading police, causing death",0.00,0.00,0.00
"Kingston, Ontario","Total Criminal Code traffic violations",279.00,228.00,0.00
"Kingston, Ontario","Explosives causing death or bodily harm",..,..,..
"Kingston, Ontario","Firearms documentation or administration",4.00,0.00,0.00
"Kingston, Ontario","Total theft under $5,000 (non-motor vehicle)",3674.00,261.00,31.00
"Kingston, Ontario","Possession, cannabis",90.00,54.00,14.00
"Kingston, Ontario","Methylenedioxyamphetamine (ecstasy), possession",..,..,..
"Kingston, Ontario","Shoplifting over $5,000",..,..,..
"Kingston, Ontario","Other violent violations",5.00,3.00,0.00
"Kingston, Ontario","Offences against rights of property (Part IX Criminal Code)",8.00,7.00,0.00
"Kingston, Ontario","Other sexual violations",10.00,0.00,0.00
"Kingston, Ontario","Customs Act",..,..,..
"Kingston, Ontario","Other Controlled Drugs and Substances Act, trafficking",55.00,46.00,1.00
"Kingston, Ontario","Total theft over $5,000 (non-motor vehicle)",47.00,4.00,0.00
"Kingston, Ontario","Cannabis, production",8.00,2.00,0.00
"Kingston, Ontario","Attempted murder",..,..,..
"Kingston, Ontario","Murder, first degree",2.00,3.00,0.00
"Kingston, Ontario","Cannabis, trafficking",57.00,63.00,4.00
"Kingston, Ontario","Mischief",1523.00,61.00,12.00
"Kingston, Ontario","Prisoner unlawfully at large",4.00,2.00,0.00
"Kingston, Ontario","Weapons possession contrary to order",1.00,1.00,0.00
"Ontario","Luring a child via a computer",18.00,3.00,0.00
"Ontario","Canada Health Act",4.00,0.00,0.00
"Ontario","Heroin, possession",50.00,48.00,0.00
"Ontario","Public incitement of hatred",..,..,..
"Ontario","Sexual assault, level 3, aggravated",40.00,28.00,3.00
"Ontario","Total impaired driving",17898.00,16732.00,0.00
"Ontario","Impaired operation of motor vehicle, vessel or aircraft",16828.00,15693.00,0.00
"Ontario","Other Controlled Drugs and Substances Act, possession",2809.00,1011.00,179.00
"Ontario","Other assaults",1622.00,935.00,125.00
"Ontario","Anal intercourse",..,..,..
"Ontario","Removal of children from Canada",1.00,0.00,0.00
"Ontario","Theft $5,000 or under from a motor vehicle",61137.00,476.00,245.00
"Ontario","Betting house",2.00,0.00,0.00
"Ontario","Excise Act",560.00,200.00,10.00
"Ontario","Breach of probation",11041.00,7754.00,391.00
"Ontario","Robbery",11309.00,2520.00,1776.00
"Ontario","Other offensive weapons",64.00,8.00,1.00
"Ontario","Escape or helps to escape from lawful custody",460.00,203.00,199.00
"Ontario","Gaming house",9.00,2.00,0.00
"Ontario","Total prostitution",1287.00,1203.00,14.00
"Ontario","Discharge firearm with intent",84.00,36.00,15.00
"Ontario","Arson, disregard for human life",134.00,52.00,4.00
"Ontario","Offences against the person and reputation (Part VIII Criminal Code)",826.00,99.00,14.00
"Ontario","Total, all Criminal Code violations (including traffic)",690801.00,165672.00,28990.00
"Ontario","Total Immigration and Refugee Protection Act",903.00,680.00,18.00
"Ontario","Instruct offence for criminal organization",0.00,0.00,0.00
"Ontario","Disorderly houses, gaming and betting",..,..,..
"Ontario","Abduction under the age 16",19.00,7.00,0.00
"Ontario","Commission or instructing to carry out terrorist activity",..,..,..
"Ontario","Total, all Criminal Code violations (excluding traffic)",658656.00,143729.00,28986.00
"Ontario","Total other violent violations",1138.00,343.00,61.00
"Ontario","Other violations against the administration of law and justice (Part IV Criminal Code)",1987.00,1048.00,129.00
"Ontario","Uttering threats",20767.00,5431.00,1029.00
"Ontario","Theft over $5,000 from a motor vehicle",1197.00,32.00,3.00
"Ontario","Heroin, importation and exportation",25.00,12.00,0.00
"Ontario","Conspire to commit murder",11.00,12.00,0.00
"Ontario","Other Controlled Drugs and Substances Act, importation and exportation",772.00,115.00,9.00
"Ontario","Total cocaine, trafficking, production or distribution",2981.00,3826.00,174.00
"Ontario","Facilitate terrorist activity",1.00,0.00,0.00
"Ontario","Other related violations causing death",2.00,1.00,0.00
"Ontario","Manslaughter",19.00,15.00,0.00
"Ontario","Willful and forbidden acts in respect of certain property (Part XI Criminal Code)",743.00,102.00,29.00
"Ontario","Total robbery",11309.00,2520.00,1776.00
"Ontario","Sexual assault, level 1",7730.00,2588.00,490.00
"Ontario","Fraud",35220.00,8714.00,546.00
"Ontario","Breaking and entering",69529.00,5241.00,2436.00
"Ontario","Total possession of stolen property",12795.00,8621.00,2498.00
"Ontario","Pointing a firearm",289.00,62.00,19.00
"Ontario","Intimidation of a justice system participant or a journalist",20.00,10.00,0.00
"Ontario","Total violent Criminal Code violations",136966.00,52139.00,10189.00
"Ontario","Child pornography",358.00,105.00,4.00
"Ontario","Cocaine, trafficking",2874.00,3787.00,173.00
"Ontario","Theft over $5,000",4061.00,460.00,56.00
"Ontario","Offences against public order (Part II Criminal Code)",202.00,58.00,9.00
"Ontario","Obtains or communicates with a person under age 18 for purpose of sex",6.00,6.00,0.00
"Ontario","Total weapons violations",5189.00,2425.00,739.00
"Ontario","Obstruct public or peace officer",2199.00,1634.00,199.00
"Ontario","Impaired operation, causing bodily harm",141.00,133.00,0.00
"Ontario","Voyeurism",0.00,0.00,0.00
"Ontario","Hostage-taking",2.00,2.00,0.00
"Ontario","Unlawfully causing bodily harm",280.00,128.00,30.00
"Ontario","Methamphetamines (crystal meth), trafficking",0.00,0.00,0.00
"Ontario","Total fail to stop or remain",9181.00,631.00,0.00
"Ontario","Methamphetamines (crystal meth), possession",..,..,..
"Ontario","Hoax terrorism",..,..,..
"Ontario","Commit offence for criminal organization",2.00,1.00,0.00
"Ontario","Trespass at night",988.00,159.00,39.00
"Ontario","Arson",3012.00,148.00,142.00
"Ontario","All other Criminal Code (includes Part XII.1 Criminal Code)",914.00,159.00,13.00
"Ontario","Other federal statutes",2200.00,780.00,50.00
"Ontario","Impaired operation, failure to provide breath sample",883.00,860.00,0.00
"Ontario","Abduction under age 14, by parent or guardian",39.00,10.00,0.00
"Ontario","Shoplifting $5,000 or under",24941.00,11344.00,1687.00
"Ontario","Criminal negligence causing death",35.00,27.00,1.00
"Ontario","Total other violations",10262.00,3180.00,521.00
"Ontario","Attempts, conspiracies, accessories (Part XIII Criminal Code)",218.00,57.00,12.00
"Ontario","Firearm transfers or serial numbers",10.00,0.00,0.00
"Ontario","Impaired operation, failure to provide blood sample",18.00,18.00,0.00
"Ontario","Impaired operation, causing death",28.00,28.00,0.00
"Ontario","Assault, level 3, aggravated",1178.00,783.00,200.00
"Ontario","Total Federal Statute violations",39140.00,23112.00,5236.00
"Ontario","Dangerous operation of motor vehicle, vessel or aircraft",2702.00,2577.00,0.00
"Ontario","Total, all violations",729941.00,188784.00,34226.00
"Ontario","Invitation to sexual touching",1.00,0.00,0.00
"Ontario","Total firearms, use of, discharge, pointing",446.00,126.00,37.00
"Ontario","Total other Federal Statutes",5342.00,3232.00,135.00
"Ontario","Indecent/Harassing communications",8957.00,180.00,8.00
"Ontario","Living off the avails of prostitution of a person under age 18",4.00,2.00,0.00
"Ontario","Heroin, trafficking",39.00,60.00,0.00
"Ontario","Forcible confinement or kidnapping",1455.00,1284.00,116.00
"Ontario","Sexual interference",0.00,0.00,0.00
"Ontario","Assault, level 2, weapon or bodily harm",15183.00,8524.00,1956.00
"Ontario","Fail to comply with order",25440.00,18707.00,3784.00
"Ontario","Assault, level 1",54311.00,23485.00,3799.00
"Ontario","Unauthorized importing or exporting of weapons",15.00,9.00,0.00
"Ontario","Dangerous operation evading police, causing bodily harm",14.00,10.00,0.00
"Ontario","Counterfeiting",643.00,324.00,116.00
"Ontario","Criminal harassment",8275.00,2642.00,115.00
"Ontario","Participate in activity of terrorist group",0.00,0.00,0.00
"Ontario","Freezing of property, disclosure or audit",1.00,0.00,0.00
"Ontario","Invasion of privacy (Part VI Criminal Code)",12.00,2.00,0.00
"Ontario","Firearms Act",79.00,12.00,0.00
"Ontario","Total other Criminal Code violations",77201.00,45205.00,7000.00
"Ontario","Using firearm in commission of offence",73.00,28.00,3.00
"Ontario","Bankruptcy Act",49.00,2.00,0.00
"Ontario","Utter threats to property or animal",0.00,0.00,0.00
"Ontario","Property or service for terrorist activity",0.00,0.00,0.00
"Ontario","Total forcible confinement or kidnapping",1455.00,1284.00,116.00
"Ontario","Methylenedioxyamphetamine (ecstasy), trafficking",..,..,..
"Ontario","Cocaine, importation and exportation",107.00,39.00,1.00
"Ontario","Canada Shipping Act",1381.00,1538.00,57.00
"Ontario","Driving while prohibited",1471.00,1442.00,0.00
"Ontario","Total abduction",139.00,38.00,0.00
"Ontario","Total mischief",88126.00,4770.00,1947.00
"Ontario","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",1993.00,1030.00,116.00
"Ontario","Possession of weapons",4376.00,2088.00,712.00
"Ontario","Total administration of justice violations",51614.00,36688.00,5478.00
"Ontario","Total other Criminal Code traffic violations",14247.00,5211.00,4.00
"Ontario","Other violations related to gaming and betting",63.00,50.00,0.00
"Ontario","Fail to appear",11883.00,8527.00,901.00
"Ontario","Total drug violations",29031.00,19037.00,2637.00
"Ontario","Trafficking in persons",..,..,..
"Ontario","Criminal negligence causing bodily harm",80.00,42.00,10.00
"Ontario","Sexual offences, public morals and disorderly conduct (Part V Criminal Code)",92.00,20.00,7.00
"Ontario","Offences relating to currency (Part XII Criminal Code)",30.00,0.00,0.00
"Ontario","Competition Act",0.00,0.00,0.00
"Ontario","National Defence Act",2.00,0.00,0.00
"Ontario","Weapons trafficking",45.00,32.00,2.00
"Ontario","Firearms and other offensive weapons (Part III Criminal Code)",337.00,56.00,13.00
"Ontario","Other prostitution",1162.00,1019.00,11.00
"Ontario","Offensive weapons, explosives",47.00,16.00,2.00
"Ontario","Total property crime violations",444489.00,46385.00,11797.00
"Ontario","Dangerous operation, causing bodily harm",188.00,181.00,0.00
"Ontario","Fraudulent transactions relating to contracts and trade (Part X Criminal Code)",792.00,36.00,5.00
"Ontario","Abduction under the age 14, not parent or guardian",47.00,10.00,0.00
"Ontario","Dangerous operation, causing death",31.00,26.00,0.00
"Ontario","Procuring",54.00,32.00,2.00
"Ontario","Disturb the peace",7848.00,1280.00,128.00
"Ontario","Other Criminal Code traffic violations",151.00,22.00,4.00
"Ontario","Total assaults against a peace officer",3011.00,2380.00,337.00
"Ontario","Proceeds of crime (Part XII.2 Criminal Code)",113.00,21.00,5.00
"Ontario","Cannabis, importation and exportation",733.00,301.00,14.00
"Ontario","Total theft of motor vehicle",39903.00,1605.00,907.00
"Ontario","Extortion",368.00,177.00,46.00
"Ontario","Indecent acts",1998.00,321.00,15.00
"Ontario","Possession, cocaine",3266.00,2860.00,134.00
"Ontario","Total other violations causing death",37.00,28.00,1.00
"Ontario","Total other assaults",1982.00,1105.00,165.00
"Ontario","Murder, second degree",78.00,85.00,10.00
"Ontario","Sexual exploitation",0.00,0.00,0.00
"Ontario","Total, possession, other Controlled Drugs and Substances Act drugs",2859.00,1059.00,179.00
"Ontario","Total sexual violations against children",19.00,3.00,0.00
"Ontario","Homicide",219.00,198.00,15.00
"Ontario","Youth Criminal Justice Act",4767.00,843.00,2464.00
"Ontario","Total breaking and entering",69529.00,5241.00,2436.00
"Ontario","Corrupting morals of a child",..,..,..
"Ontario","Income Tax Act",18.00,5.00,0.00
"Ontario","Unsafe storage of firearms",221.00,75.00,0.00
"Ontario","Total cannabis, trafficking, production or distribution",4343.00,3270.00,531.00
"Ontario","Sexual assault, level 2, weapon or bodily harm",131.00,70.00,11.00
"Ontario","Abduction under the age 14 contravening a custody order",33.00,11.00,0.00
"Ontario","Corrupting morals",126.00,11.00,0.00
"Ontario","Bawdy house",61.00,144.00,1.00
"Ontario","Theft $5,000 or under",104506.00,4958.00,1329.00
"Ontario","Offensive weapons, prohibited",9.00,5.00,2.00
"Ontario","Dangerous operation of motor vehicle evading police",509.00,322.00,0.00
"Ontario","Offensive weapons, restricted",10.00,1.00,0.00
"Ontario","Infanticide",1.00,0.00,0.00
"Ontario","Methamphetamines (crystal meth), production",..,..,..
"Ontario","Incest",0.00,0.00,0.00
"Ontario","Total Criminal Code traffic violations",32145.00,21943.00,4.00
"Ontario","Participate in activities of criminal organization",0.00,0.00,0.00
"Ontario","Dangerous operation evading police, causing death",0.00,0.00,0.00
"Ontario","Firearms documentation or administration",183.00,11.00,2.00
"Ontario","Total theft under $5,000 (non-motor vehicle)",190584.00,16778.00,3261.00
"Ontario","Possession, cannabis",13589.00,6992.00,1503.00
"Ontario","Explosives causing death or bodily harm",1.00,1.00,0.00
"Ontario","Other Controlled Drugs and Substances Act, trafficking",1157.00,843.00,107.00
"Ontario","Customs Act",146.00,15.00,0.00
"Ontario","Attempted murder",271.00,206.00,24.00
"Ontario","Cannabis, production",860.00,195.00,4.00
"Ontario","Total theft over $5,000 (non-motor vehicle)",5320.00,508.00,60.00
"Ontario","Offences against rights of property (Part IX Criminal Code)",594.00,392.00,161.00
"Ontario","Other sexual violations",611.00,141.00,31.00
"Ontario","Other violent violations",359.00,125.00,26.00
"Ontario","Methylenedioxyamphetamine (ecstasy), possession",..,..,..
"Ontario","Shoplifting over $5,000",62.00,16.00,1.00
"Ontario","Prisoner unlawfully at large",803.00,449.00,74.00
"Ontario","Mischief",88126.00,4770.00,1947.00
"Ontario","Weapons possession contrary to order",209.00,180.00,18.00
"Ontario","Cannabis, trafficking",2750.00,2774.00,513.00
"Ontario","Murder, first degree",121.00,98.00,5.00
"Hamilton, Ontario","Theft over $5,000 from a motor vehicle",35.00,0.00,0.00
"Hamilton, Ontario","Uttering threats",1351.00,160.00,31.00
"Hamilton, Ontario","Other violations against the administration of law and justice (Part IV Criminal Code)",139.00,27.00,4.00
"Hamilton, Ontario","Total other violent violations",110.00,14.00,2.00
"Hamilton, Ontario","Willful and forbidden acts in respect of certain property (Part XI Criminal Code)",28.00,1.00,0.00
"Hamilton, Ontario","Manslaughter",1.00,0.00,0.00
"Hamilton, Ontario","Other related violations causing death",0.00,0.00,0.00
"Hamilton, Ontario","Facilitate terrorist activity",0.00,0.00,0.00
"Hamilton, Ontario","Other Controlled Drugs and Substances Act, importation and exportation",20.00,0.00,0.00
"Hamilton, Ontario","Total cocaine, trafficking, production or distribution",142.00,177.00,11.00
"Hamilton, Ontario","Conspire to commit murder",1.00,0.00,0.00
"Hamilton, Ontario","Heroin, importation and exportation",0.00,0.00,0.00
"Hamilton, Ontario","Discharge firearm with intent",..,..,..
"Hamilton, Ontario","Total prostitution",130.00,121.00,1.00
"Hamilton, Ontario","Gaming house",2.00,1.00,0.00
"Hamilton, Ontario","Escape or helps to escape from lawful custody",35.00,6.00,29.00
"Hamilton, Ontario","Other offensive weapons",3.00,0.00,0.00
"Hamilton, Ontario","Commission or instructing to carry out terrorist activity",..,..,..
"Hamilton, Ontario","Total, all Criminal Code violations (excluding traffic)",39145.00,6014.00,1248.00
"Hamilton, Ontario","Abduction under the age 16",1.00,2.00,0.00
"Hamilton, Ontario","Disorderly houses, gaming and betting",..,..,..
"Hamilton, Ontario","Instruct offence for criminal organization",0.00,0.00,0.00
"Hamilton, Ontario","Total Immigration and Refugee Protection Act",8.00,0.00,0.00
"Hamilton, Ontario","Total, all Criminal Code violations (including traffic)",40638.00,6763.00,1248.00
"Hamilton, Ontario","Arson, disregard for human life",9.00,1.00,0.00
"Hamilton, Ontario","Offences against the person and reputation (Part VIII Criminal Code)",40.00,3.00,0.00
"Hamilton, Ontario","Other assaults",12.00,4.00,0.00
"Hamilton, Ontario","Other Controlled Drugs and Substances Act, possession",45.00,16.00,5.00
"Hamilton, Ontario","Impaired operation of motor vehicle, vessel or aircraft",554.00,540.00,0.00
"Hamilton, Ontario","Sexual assault, level 3, aggravated",2.00,1.00,0.00
"Hamilton, Ontario","Total impaired driving",613.00,588.00,0.00
"Hamilton, Ontario","Breach of probation",725.00,215.00,16.00
"Hamilton, Ontario","Robbery",825.00,138.00,39.00
"Hamilton, Ontario","Excise Act",7.00,2.00,0.00
"Hamilton, Ontario","Betting house",..,..,..
"Hamilton, Ontario","Theft $5,000 or under from a motor vehicle",4310.00,36.00,14.00
"Hamilton, Ontario","Removal of children from Canada",0.00,0.00,0.00
"Hamilton, Ontario","Anal intercourse",..,..,..
"Hamilton, Ontario","Heroin, possession",3.00,2.00,0.00
"Hamilton, Ontario","Canada Health Act",0.00,0.00,0.00
"Hamilton, Ontario","Luring a child via a computer",0.00,0.00,0.00
"Hamilton, Ontario","Total other Federal Statutes",91.00,48.00,0.00
"Hamilton, Ontario","Total firearms, use of, discharge, pointing",11.00,2.00,0.00
"Hamilton, Ontario","Invitation to sexual touching",0.00,0.00,0.00
"Hamilton, Ontario","Total, all violations",42342.00,7695.00,1389.00
"Hamilton, Ontario","Assault, level 2, weapon or bodily harm",796.00,324.00,81.00
"Hamilton, Ontario","Sexual interference",0.00,0.00,0.00
"Hamilton, Ontario","Forcible confinement or kidnapping",28.00,12.00,1.00
"Hamilton, Ontario","Heroin, trafficking",1.00,0.00,0.00
"Hamilton, Ontario","Living off the avails of prostitution of a person under age 18",0.00,0.00,0.00
